anon_id,mfcc_1_std,shimmer,pitch_delta_std,jitter,label,split
call_e3f555297277,91.26065,0.2167729,29.127414420824415,0.07758007282378152,synthetic,val
call_e4d9c2e0947a,99.33439,0.2404643,36.88090785073193,0.07661440164336207,human,train
call_e58669998b76,94.253815,0.2518682,45.83493103106714,0.13802925865495447,human,val
call_e618b7b1fa5b,149.56352,0.2839021,47.58262942965538,0.1346062479642043,human,train
call_e697765a4dfd,97.63871,0.2198597,37.62684552138306,0.1126259380014179,synthetic,train
call_e69e8ba551e4,123.27796,0.2617528,46.56019216734218,0.12743788094471217,human,train
call_e6c59d28e6d7,75.459236,0.28362966,44.59608223357158,0.17677085172679044,synthetic,train
call_e9bd33cdb226,90.59077,0.19223836,39.36558247335119,0.06660252039048087,human,val
call_eb1c9a5a2c08,142.70074,0.27222922,44.89911134278867,0.15887666705263573,human,train
call_ec545493459e,60.110542,0.18189883,24.235181301468693,0.056526540941197106,synthetic,train
call_ec58505fc522,116.361084,0.23410502,44.36328726172474,0.12169287918481432,human,train
call_ed020e30c242,43.99183,0.1585098,46.69761765206763,0.17786996179988027,synthetic,train
call_ed041799aed9,80.42135,0.2421153,78.97489188308114,0.20243650915080635,human,train
call_ed99e3ea3f0e,80.99121,0.19087543,46.08550432027472,0.15144579169192163,synthetic,train
call_ee227bc9d7ac,141.16484,0.2547892,55.289401616044366,0.16765312522496542,human,train
call_eed2c7389776,95.11504,0.17528746,23.11530295225,0.07862014397336858,synthetic,val
call_f003741555a1,114.79699,0.25530967,82.06196783346218,0.16757627982171083,human,train
call_f0ad1cf1aa6a,67.5188,0.22008553,27.222709395738693,0.06548176418866299,synthetic,train
call_f1372119b403,45.15984,0.14590102,58.92430147444221,0.2520899986854771,synthetic,train
call_f1b82a4a46f6,92.79715,0.22834212,43.23995067080439,0.13062992414866292,human,val
call_f202d4ff9f96,130.61885,0.2520248,52.83877924316428,0.18265871892137298,human,train
call_f23bfe7d0e9e,116.58721,0.20980826,40.52077040427956,0.07593227637732446,synthetic,train
call_f27db4ab1f5a,126.72302,0.2750354,54.29989187787752,0.1387538355786281,synthetic,train
call_f2ab1c408b36,71.58201,0.16851556,11.987691824866781,0.03586150468757282,synthetic,train
call_f331303c4fb8,120.377045,0.26653308,53.28261458475632,0.1666463593248439,human,train
call_f5251fb3b1d9,57.49214,0.19397357,13.66444748228026,0.047438175219830646,synthetic,train
call_f68d3459fdc7,80.93847,0.20086421,14.339303158491738,0.03340376480801926,synthetic,train
call_f6ce5de7ac09,100.59597,0.17891599,17.769595555872097,0.0699511246093398,synthetic,val
call_f9fbabf70f7e,61.212368,0.18738905,28.05857149715058,0.07184187400806474,synthetic,val
call_fa26d1186721,89.37294,0.18669754,31.799386693261262,0.07759445255031036,human,val
call_fa4d7f2897f4,104.69113,0.22197822,55.52541342183304,0.10217097818659517,human,train
call_fa9e18dd83dd,77.21174,0.22026926,33.7653863796735,0.09635052655828301,synthetic,val
call_fb1405943fed,163.6422,0.26949295,65.27382675430313,0.1692483597200271,human,val
call_fc8bda4b3374,73.71985,0.20128833,28.167983451520794,0.06792499399147162,synthetic,val
call_fce92bad5095,115.01438,0.2728272,47.892053544281275,0.14119459581587748,human,train
call_fdc3a7dac09f,89.35924,0.20689885,32.30672830987845,0.0776349224145772,synthetic,train
call_fdc44f969ade,83.734436,0.19371484,31.723124576971333,0.06744817458425531,synthetic,train
call_fe828697f60d,78.92113,0.21183173,24.884708434347974,0.05454348895375582,synthetic,train
call_fe8e4fc3ef69,53.086266,0.19453794,51.247127789645674,0.1771086421085885,synthetic,train
call_feaca5a8cd14,90.53995,0.21548055,30.0071808431429,0.0786356629041577,synthetic,train
call_ff4042587962,83.26134,0.22873147,22.66696079492836,0.060818883060205324,synthetic,train
call_fff8cae57de7,104.53486,0.20651658,48.45570633486346,0.08485203170307039,human,train
