anon_id,numero_turnos_caller,duracion_promedio_caller,pausa_promedio_caller,desviacion_estandar_latencia,interrupciones_agente,duracion_total_interrupciones,duracion_promedio_interrupcion,label,split
call_af9ad367dcce,11,4.014545454545454,8.440000000000001,5.11899564012672,1,0.3000000000000007,0.3000000000000007,synthetic,val
call_b0836ff3142a,12,2.388333333333333,10.312727272727273,0.8079078855384165,2,2.0600000000000165,1.0300000000000082,synthetic,train
call_b167dd907a80,11,5.669090909090912,8.779999999999998,4.00078810417966,0,0.0,0.0,synthetic,train
call_b2594d9c3ffd,8,8.317500000000004,15.165714285714282,0.33823069050575005,0,0.0,0.0,synthetic,train
call_b382ffa5187d,9,2.5511111111111116,11.6725,0.5002856326996774,1,0.94,0.94,human,train
call_b3f14bd5c2b6,14,2.2557142857142822,5.130769230769234,3.6110699762849188,3,0.8599999999999994,0.28666666666666646,synthetic,train
call_b41c86402714,23,3.8286956521739124,2.37909090909091,4.404388209256253,19,42.85999999999999,2.25578947368421,human,train
call_b5840ec7dd5e,18,2.252222222222223,4.724705882352941,4.959360595514292,3,1.4200000000000124,0.47333333333333744,synthetic,train
call_b5c4803ea37c,10,1.832,7.582222222222222,3.644990474000662,1,0.3399999999999892,0.3399999999999892,human,train
call_b5cc1f8d8fee,28,1.4499999999999973,4.345185185185188,3.075809855600029,14,8.319999999999952,0.5942857142857109,human,val
call_b658b1155216,24,1.8491666666666646,6.1104347826086975,3.3361408203375555,9,8.42,0.9355555555555556,human,val
call_b712f501aeb8,41,1.5380487804878051,3.44,7.429227580241729,14,9.140000000000018,0.6528571428571441,synthetic,val
call_b72eccd91b8c,14,2.582857142857143,5.833846153846154,2.9289554827242132,4,0.9400000000000048,0.2350000000000012,synthetic,train
call_b78e6c8e05d3,18,1.8099999999999998,5.54235294117647,2.4156481288368434,8,5.74,0.7175,human,train
call_b7c3a7552903,11,2.799999999999997,8.396000000000004,3.022555210413865,3,1.4599999999999795,0.48666666666665986,synthetic,train
call_b956718b62ae,15,1.6373333333333326,6.741428571428572,1.0330758511773057,5,3.0400000000000027,0.6080000000000005,synthetic,train
call_b96e9305d9a2,33,1.3230303030303041,2.8568749999999987,4.024004585388266,24,11.720000000000033,0.4883333333333347,human,train
call_bac44092a11a,28,1.3521428571428573,4.266666666666667,2.4745360315478484,8,4.32,0.54,human,train
call_bba20372ca37,13,3.2769230769230755,5.95,3.4072193339648074,3,1.4200000000000017,0.4733333333333339,synthetic,train
call_bc24a38d8bf2,18,1.441111111111112,4.367058823529411,3.164614815124359,3,0.9600000000000009,0.3200000000000003,synthetic,train
call_bc2c7c34acea,20,1.5989999999999995,7.586315789473685,2.017496885799464,7,4.3200000000000145,0.6171428571428592,human,val
call_bc7120020303,24,1.684166666666665,3.600000000000002,7.6006612507909725,6,3.340000000000014,0.556666666666669,human,train
call_bd2262567810,32,1.9043750000000021,6.058709677419354,4.367778602373851,9,6.6000000000000085,0.7333333333333343,human,train
call_bd98a8224da0,22,1.5118181818181826,4.857142857142857,6.727832479345027,11,4.820000000000013,0.43818181818181934,human,val
call_bda847d77eef,17,1.8917647058823501,5.4162500000000025,2.139460601802863,3,2.060000000000009,0.6866666666666696,human,train
call_bdfa814252df,15,1.949333333333334,6.63,2.0223635394543407,2,0.8599999999999959,0.42999999999999794,synthetic,train
call_be72006df132,19,1.2789473684210535,4.963333333333333,2.320857402980053,9,6.120000000000022,0.6800000000000025,human,val
call_bf0384ed27ed,23,1.8339130434782593,4.920909090909093,3.3766213204180846,6,2.5399999999999814,0.42333333333333023,human,val
call_bf4ed1a05c84,22,1.7709090909090899,4.887619047619048,3.0031256444517322,11,8.260000000000028,0.7509090909090935,human,train
call_c04725672945,12,5.900000000000002,9.014545454545454,4.746761256292803,4,3.5200000000000244,0.8800000000000061,synthetic,val
call_c1cbe639d50f,7,2.934285714285713,9.64,2.77178642755895,3,1.5999999999999943,0.5333333333333314,synthetic,train
call_c1d95df7a179,11,1.8727272727272721,6.01,1.7581208976942084,4,3.200000000000003,0.8000000000000007,synthetic,train
call_c21f9cf2390e,23,1.5869565217391297,3.4418181818181823,2.61868053550554,8,5.480000000000004,0.6850000000000005,synthetic,val
call_c337629bcbbb,27,1.5859259259259262,4.140769230769231,4.76449309596923,15,9.160000000000021,0.6106666666666681,human,train
call_c3417b995627,13,2.1953846153846164,6.438333333333333,0.4338497908558217,5,4.02000000000001,0.804000000000002,synthetic,train
call_c3a3ab5fa472,17,3.843529411764707,7.802499999999998,1.7247190734589048,6,5.420000000000011,0.9033333333333351,synthetic,train
call_c3e9e24958f7,32,2.315625000000001,3.8883870967741925,5.4083029059567895,0,0.0,0.0,synthetic,train
call_c49b6face6c3,11,2.13818181818182,8.591999999999997,2.477795207620899,2,0.7600000000000051,0.38000000000000256,synthetic,val
call_c4fc8a865292,25,1.8983999999999992,4.767500000000001,1.9115187678911256,4,1.440000000000003,0.36000000000000076,human,val
call_c509bc8280ae,16,1.7274999999999994,6.933333333333334,2.224747917563538,6,3.979999999999987,0.6633333333333312,human,train
call_c5b04c36bb62,27,1.5637037037037043,3.4692307692307693,5.943173440285127,11,6.239999999999993,0.5672727272727266,synthetic,train
call_c647ee088162,16,1.7587500000000003,7.204,0.8346153947435068,5,4.4599999999999955,0.8919999999999991,human,train
call_c67ce09b3316,12,1.636666666666666,7.530909090909091,1.454747713210408,3,0.6599999999999966,0.21999999999999886,synthetic,train
call_c6daaae3eb0f,11,2.059999999999999,6.2860000000000005,1.5622220641694249,2,2.48,1.24,human,train
call_c6e878157063,20,2.9169999999999985,4.757894736842107,7.130529863926725,7,4.479999999999963,0.6399999999999947,human,train
call_c87e905eb0d7,14,2.7485714285714296,5.638461538461538,6.132693866966951,9,7.760000000000005,0.8622222222222228,synthetic,train
call_ca184bb77a63,27,2.201481481481481,2.2223076923076928,5.190531972143718,22,22.23999999999997,1.0109090909090896,human,val
call_ca5206a4f854,15,2.9733333333333336,5.144285714285715,2.4552086517869567,10,4.700000000000003,0.4700000000000003,synthetic,train
call_cbad95f3aabc,10,2.2659999999999996,7.013333333333334,0.6894925670375297,5,2.980000000000004,0.5960000000000008,synthetic,train
call_cbb902adb22a,39,1.8241025641025652,2.2805263157894724,5.024916918982269,31,30.040000000000006,0.9690322580645163,human,train
call_ce3072c8e106,13,2.3369230769230738,5.3366666666666704,2.1384813686592095,3,0.7800000000000011,0.2600000000000004,synthetic,train
call_ce6146a1c53e,18,2.4233333333333347,6.96705882352941,2.7376954671015263,2,0.6600000000000108,0.3300000000000054,synthetic,train
call_cea74e96e420,12,2.858333333333332,7.569090909090912,2.2752122778085804,1,0.480000000000004,0.480000000000004,synthetic,train
call_cf313f91b995,12,1.831666666666668,8.574545454545452,2.1318536535137698,4,1.3200000000000085,0.3300000000000021,human,val
call_d0442c9e97b7,43,1.4888372093023248,3.093809523809525,8.553361177683158,15,4.699999999999981,0.313333333333332,synthetic,train
call_d13864e1e455,17,1.6411764705882343,7.331250000000001,2.7362157207698816,1,0.5400000000000063,0.5400000000000063,synthetic,train
call_d13e6463c6fb,14,2.5800000000000014,6.255384615384614,3.6384464140196306,4,2.2600000000000087,0.5650000000000022,human,train
call_d147a02786d2,8,5.827500000000003,13.817142857142853,1.2850097275896388,2,1.0000000000000284,0.5000000000000142,synthetic,train
call_d17b2416d506,10,3.2559999999999993,11.757777777777777,0.9505109736931564,1,0.04000000000000625,0.04000000000000625,synthetic,train
call_d38f7d5159e7,17,1.5211764705882356,4.71,2.4569082875299446,5,2.560000000000006,0.5120000000000011,human,train
call_d3e854cbb77d,21,1.6895238095238108,5.482999999999999,3.122664928760359,11,7.8599999999999985,0.7145454545454544,human,train
call_d437831f4543,11,2.574545454545456,9.724,2.0138213335935147,2,0.720000000000006,0.360000000000003,synthetic,train
call_d4518fcb700a,9,6.186666666666664,6.035000000000003,1.3432051220867198,4,2.5599999999999863,0.6399999999999966,synthetic,val
call_d557fa43925b,22,2.2499999999999996,2.9342857142857146,3.5045520182306964,12,14.999999999999996,1.2499999999999998,human,train
call_d5d00276dd35,65,1.1427692307692296,1.1800000000000013,4.55476227970277,50,32.979999999999905,0.6595999999999981,human,train
call_d60330be1b1f,17,2.2494117647058838,6.7312499999999975,1.389851875306904,4,1.5799999999999983,0.3949999999999996,human,val
call_d72a7cb67eb0,20,2.329000000000003,5.635789473684208,3.4274901051720974,3,2.1200000000000045,0.7066666666666682,human,train
call_d80d9f6f7884,15,2.1706666666666674,6.977142857142857,5.063604458277732,6,2.3999999999999875,0.3999999999999979,human,train
call_d88d3c23953c,18,2.2266666666666666,6.707058823529413,2.398803623377582,6,2.739999999999995,0.45666666666666583,synthetic,val
call_d88d8e15e430,15,3.4746666666666663,5.844285714285716,5.583399885886222,3,2.3000000000000043,0.766666666666668,synthetic,train
call_d89caa393417,8,5.385000000000001,5.631428571428571,7.043837732372883,1,0.3400000000000034,0.3400000000000034,synthetic,train
call_d9b9c625f406,25,1.2079999999999997,4.1575,2.802320467041555,5,1.9199999999999893,0.38399999999999784,synthetic,train
call_db5326bcb672,18,2.8877777777777762,8.28588235294118,4.531532514294098,5,2.2199999999999904,0.44399999999999806,human,train
call_dc1a55102190,16,2.2500000000000004,8.237333333333334,3.2197769813333026,6,4.9,0.8166666666666668,human,val
call_dcdbcc7d70e4,13,2.7892307692307705,7.576666666666664,2.2903342047026176,1,0.6000000000000085,0.6000000000000085,synthetic,train
call_ddeabfdb99d4,38,1.4421052631578957,2.4497297297297287,3.241710333432937,24,12.060000000000047,0.502500000000002,human,train
call_ddf2da1910f1,18,1.9300000000000006,3.145882352941176,4.172381179360576,10,9.059999999999988,0.9059999999999988,human,train
call_df3e278ab7fe,12,3.133333333333333,7.132727272727274,3.177540024305061,2,0.9999999999999929,0.49999999999999645,synthetic,train
call_df75973c8794,14,5.06571428571429,6.66461538461538,9.42853478181356,2,0.5399999999999991,0.2699999999999996,synthetic,train
call_e0a8703be347,13,4.038461538461537,6.935000000000001,4.773278720501216,1,0.3200000000000074,0.3200000000000074,synthetic,train
call_e0c1f661d9ca,18,2.656666666666666,4.351764705882354,4.71999937686935,4,2.7999999999999874,0.6999999999999968,human,train
call_e106a61086bb,15,2.2786666666666657,7.307142857142858,1.9251547866031329,1,0.5399999999999991,0.5399999999999991,synthetic,train
call_e118b75d4937,27,1.7748148148148146,3.829230769230769,2.854493569525342,16,13.559999999999988,0.8474999999999993,human,train
call_e2200941723b,27,1.3444444444444439,2.3730769230769235,9.718507292789363,8,4.500000000000002,0.5625000000000002,synthetic,train
call_e2d538297f0c,24,2.460833333333335,6.269565217391302,5.030832995877626,7,3.500000000000006,0.5000000000000009,human,val
call_e3064936e37a,19,2.2136842105263153,3.2277777777777783,3.922812274421359,11,4.120000000000003,0.3745454545454548,synthetic,train
call_e3084824935d,10,3.193999999999998,10.822222222222225,0.801135305536948,1,1.1599999999999966,1.1599999999999966,synthetic,train
call_e31bf946a8fa,12,3.3116666666666656,9.180000000000001,1.5008753001720894,2,0.72,0.36,human,train
call_e329faf2b6a1,16,2.275000000000001,6.908,2.103647625752309,2,1.0600000000000005,0.5300000000000002,synthetic,val
call_e3f555297277,11,2.281818181818183,8.886,1.6174795207358885,1,0.5399999999999991,0.5399999999999991,synthetic,val
call_e4d9c2e0947a,13,2.6753846153846155,6.364999999999999,3.4408151782548693,1,1.22,1.22,human,train
call_e58669998b76,15,1.8,5.264285714285714,1.481022070607447,5,3.5400000000000023,0.7080000000000004,human,val
call_e618b7b1fa5b,20,1.683000000000001,4.701052631578946,4.618542591826412,11,7.479999999999989,0.6799999999999989,human,train
call_e697765a4dfd,8,4.344999999999998,12.494285714285715,0.720555341386074,0,0.0,0.0,synthetic,train
call_e69e8ba551e4,21,1.9771428571428569,5.522,4.640834317005375,9,4.5400000000000444,0.5044444444444494,human,train
call_e6c59d28e6d7,9,2.8777777777777773,7.030000000000001,4.452476214921809,2,0.8799999999999919,0.43999999999999595,synthetic,train
call_e9bd33cdb226,21,1.267619047619046,5.226000000000002,2.5897527000891496,9,2.659999999999993,0.2955555555555548,human,val
call_eb1c9a5a2c08,23,1.6539130434782603,4.859090909090909,2.7729553521976125,12,9.739999999999988,0.8116666666666656,human,train
call_ec545493459e,16,1.5100000000000005,7.524,1.8032706396988774,2,0.7400000000000055,0.37000000000000277,synthetic,train
call_ec58505fc522,16,2.056249999999998,6.174666666666669,2.7061281696049937,4,2.3799999999999875,0.5949999999999969,human,train
call_ed020e30c242,15,1.6599999999999997,3.0800000000000005,14.173922130851029,3,1.96,0.6533333333333333,synthetic,train
call_ed041799aed9,22,1.9181818181818182,4.918095238095238,3.4480189431084374,9,4.540000000000013,0.5044444444444459,human,train
call_ed99e3ea3f0e,12,2.7616666666666685,8.570909090909089,1.016154366703061,3,1.5400000000000098,0.5133333333333366,synthetic,train
call_ee227bc9d7ac,24,2.2075000000000014,5.476521739130432,2.2673714270947736,13,11.460000000000008,0.8815384615384622,human,train
call_eed2c7389776,14,3.0728571428571407,9.866153846153848,2.1819887087871734,2,1.1799999999999944,0.5899999999999972,synthetic,val
call_f003741555a1,14,2.00142857142857,6.943076923076924,2.513203084430254,4,2.0600000000000014,0.5150000000000003,human,train
call_f0ad1cf1aa6a,17,1.828235294117649,4.909999999999998,3.6891310948913327,4,2.940000000000005,0.7350000000000012,synthetic,train
call_f1372119b403,56,1.0467857142857124,3.200000000000002,11.14864817965686,14,7.979999999999971,0.569999999999998,synthetic,train
call_f1b82a4a46f6,14,2.148571428571428,7.864615384615385,2.439173882848298,3,2.5199999999999885,0.8399999999999962,human,val
call_f202d4ff9f96,30,1.7600000000000018,2.98758620689655,4.459586452805828,16,10.96,0.685,human,train
call_f23bfe7d0e9e,11,4.430909090909091,7.080000000000001,1.928134284271149,1,0.4000000000000057,0.4000000000000057,synthetic,train
call_f27db4ab1f5a,18,1.3199999999999985,2.7105882352941193,3.222384129355805,6,2.6400000000000023,0.4400000000000004,synthetic,train
call_f2ab1c408b36,12,2.573333333333334,6.739999999999998,4.088785846308132,5,3.460000000000022,0.6920000000000044,synthetic,train
call_f331303c4fb8,16,1.5687499999999996,6.322666666666667,3.799817038201906,5,2.500000000000006,0.5000000000000012,human,train
call_f5251fb3b1d9,14,1.091428571428572,8.095384615384615,1.587622453527618,0,0.0,0.0,synthetic,train
call_f68d3459fdc7,17,2.282352941176472,6.508749999999998,1.7090485829324822,7,5.799999999999997,0.8285714285714282,synthetic,train
call_f6ce5de7ac09,15,2.521333333333332,6.255714285714288,2.527617361035788,4,2.259999999999991,0.5649999999999977,synthetic,val
call_f9fbabf70f7e,14,2.3428571428571416,4.707692307692309,2.8226649398462724,2,0.519999999999996,0.259999999999998,synthetic,val
call_fa26d1186721,9,2.9044444444444446,10.3825,2.4892770034690783,1,0.360000000000003,0.360000000000003,human,val
call_fa4d7f2897f4,24,2.430833333333335,5.30695652173913,2.622637238917447,6,4.020000000000017,0.6700000000000029,human,train
call_fa9e18dd83dd,14,2.8642857142857143,4.587692307692308,2.3733390953545723,4,1.4199999999999928,0.3549999999999982,synthetic,val
call_fb1405943fed,43,1.1474418604651189,2.923333333333331,2.818900062733093,32,17.300000000000065,0.540625000000002,human,val
call_fc8bda4b3374,16,2.0337500000000004,8.049333333333333,1.220392696361845,5,2.440000000000005,0.488000000000001,synthetic,val
call_fce92bad5095,17,3.125882352941177,7.5725,3.0414357903244733,6,3.76000000000002,0.62666666666667,human,train
call_fdc3a7dac09f,7,4.088571428571426,17.00666666666667,1.5506864839252892,2,0.9400000000000084,0.4700000000000042,synthetic,train
call_fdc44f969ade,14,5.031428571428576,5.824615384615381,2.848200511524102,5,1.9800000000000413,0.39600000000000823,synthetic,train
call_fe828697f60d,12,3.9899999999999998,6.940000000000001,3.116569598229126,2,1.6599999999999966,0.8299999999999983,synthetic,train
call_fe8e4fc3ef69,36,1.147777777777778,4.041714285714285,9.203631771087855,12,7.780000000000019,0.6483333333333349,synthetic,train
call_feaca5a8cd14,20,4.743999999999997,5.626315789473687,7.3708971816976145,1,0.379999999999999,0.379999999999999,synthetic,train
call_ff4042587962,12,1.5849999999999993,3.514545454545455,2.144851481755295,5,2.1400000000000006,0.4280000000000001,synthetic,train
call_fff8cae57de7,16,4.016249999999999,5.689333333333335,3.050931824869245,6,2.4799999999999702,0.4133333333333284,human,train
